nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp
104,4,1,2,5,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
104,13,2,2,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
104,14,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
106,1,1,4,4,"[12,15)",2,nada,NA,NA,NA,NA,NA,NA,NA
106,2,4,2,1,"[30, +)",2,trabaja,2,5,NA,NA,3,1700,NA
106,3,1,NA,4,"[21,30)",1,nada,NA,NA,4980,NA,NA,NA,NA
106,5,1,2,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
107,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
107,2,3,4,1,"[30, +)",1,trabaja,2,5,0,0,2,NA,800
107,3,3,7,2,"[30, +)",2,desocupado,NA,NA,0,0,2,NA,NA
107,4,1,4,3,"[15, 18)",1,estudia,NA,NA,0,0,2,NA,NA
109,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,0,1,350,2
109,2,4,4,1,"[30, +)",2,trabaja,2,9,NA,0,1,700,2
109,4,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,0,1,350,2
109,5,1,4,4,"[18,21)",1,trabaja,2,9,4000,0,1,NA,2
109,6,5,2,8,NA,2,jubilado,NA,NA,999999,NA,NA,NA,NA
116,1,1,4,5,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
116,2,2,4,2,"[30, +)",2,trabaja,2,9,0,0,3,3424,NA
116,3,2,5,1,"[30, +)",1,trabaja,2,9,0,0,NA,NA,NA
116,4,1,5,5,"[15, 18)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
116,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
116,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
116,7,1,4,5,"[15, 18)",1,t.hogar,NA,NA,NA,NA,NA,NA,NA
116,13,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
116,14,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
117,7,1,4,5,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
117,2,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,3,3424,NA
117,3,2,5,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
117,4,1,5,5,"[15, 18)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
117,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
117,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
117,1,1,4,5,"[15, 18)",1,t.hogar,NA,NA,NA,NA,NA,NA,NA
117,13,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
117,14,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,2,NA,NA
118,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
118,2,4,9,1,"[30, +)",2,trabaja,1,3,NA,NA,1,400,NA
122,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
122,2,1,8,1,"[30, +)",1,trabaja,1,10,NA,NA,NA,200,NA
122,3,4,5,2,"[30, +)",2,trabaja,2,9,NA,NA,1,NA,NA
124,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
124,2,3,4,1,NA,1,trabaja,5,9,NA,NA,NA,NA,NA
124,3,3,4,2,"[30, +)",2,estudia,NA,NA,NA,NA,NA,NA,NA
124,4,1,5,3,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
126,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
126,3,1,4,1,"[30, +)",2,trabaja,2,9,NA,NA,1,800,NA
129,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
129,2,2,10,1,NA,1,trabaja,2,2,NA,NA,NA,NA,NA
129,3,2,10,2,"[30, +)",2,trabaja,2,2,NA,NA,NA,NA,NA
131,1,1,5,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
131,2,4,4,1,NA,2,trabaja,2,5,NA,NA,NA,2035,NA
131,3,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
133,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
133,2,3,4,1,"[30, +)",2,trabaja,2,5,3200,NA,NA,2000,NA
133,4,1,4,8,NA,1,pensionista,NA,NA,4000,NA,NA,NA,NA
133,5,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
133,13,3,4,2,"[21,30)",1,trabaja,2,5,NA,NA,NA,NA,NA
133,14,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
136,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
136,2,3,4,2,"[30, +)",2,trabaja,1,1,NA,NA,NA,NA,NA
136,3,3,5,1,"[30, +)",1,trabaja,2,7,NA,NA,NA,NA,NA
136,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
136,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
138,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
138,2,5,2,8,NA,1,nada,NA,NA,NA,NA,NA,NA,NA
138,3,1,4,1,"[30, +)",2,trabaja,2,7,NA,NA,2,1683,NA
138,5,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
139,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
139,3,4,9,1,"[30, +)",2,desocupado,NA,NA,NA,NA,2,1588,NA
139,4,5,4,8,NA,2,jubilado,NA,NA,999999,NA,NA,NA,NA
139,13,1,NA,4,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
140,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
140,2,3,5,1,"[30, +)",1,trabaja,2,3,NA,NA,NA,NA,NA
140,3,3,2,2,"[30, +)",2,trabaja,5,5,NA,NA,NA,NA,5000
140,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
141,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
141,2,1,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
141,3,1,4,5,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
141,13,1,4,1,"[30, +)",1,trabaja,2,8,NA,NA,NA,NA,NA
150,1,1,2,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
150,2,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
150,3,2,2,2,"[30, +)",2,trabaja,2,9,NA,NA,3,1000,NA
150,4,1,2,3,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
150,5,1,2,3,"[18,21)",1,trabaja,2,9,NA,NA,NA,NA,NA
150,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
152,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
152,2,3,10,2,NA,2,t.hogar,NA,NA,NA,NA,NA,NA,NA
152,3,3,10,1,NA,1,trabaja,2,3,NA,NA,NA,NA,1600
155,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
155,2,3,10,1,"[30, +)",1,trabaja,1,2,NA,NA,NA,NA,NA
155,3,3,10,2,"[30, +)",2,trabaja,1,2,NA,NA,1,NA,NA
155,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
158,1,1,3,3,"[12,15)",1,nada,NA,NA,NA,NA,NA,NA,NA
158,2,2,2,2,"[30, +)",1,trabaja,5,9,NA,NA,1,NA,NA
158,3,2,2,1,"[30, +)",2,trabaja,6,5,NA,NA,3,1683,NA
158,4,1,4,3,"[15, 18)",1,trabaja,5,9,NA,NA,NA,NA,NA
158,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
158,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
158,13,1,1,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
158,14,2,2,6,"[15, 18)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
159,1,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
159,2,3,4,1,"[30, +)",1,trabaja,6,5,NA,NA,1,NA,NA
159,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,1,NA,NA
159,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
162,1,1,4,12,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
162,13,2,2,1,"[21,30)",1,trabaja,2,9,NA,NA,1,NA,NA
162,14,2,4,2,"[30, +)",2,desocupado,NA,NA,NA,NA,2,800,NA
162,15,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
162,16,1,NA,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
163,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
163,2,5,5,1,NA,1,desocupado,NA,NA,NA,NA,NA,NA,NA
163,4,3,2,9,NA,2,jubilado,NA,NA,4000,NA,NA,NA,NA
165,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
165,2,1,4,1,"[30, +)",1,trabaja,5,3,NA,NA,1,NA,NA
165,3,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
165,4,1,4,2,"[30, +)",2,trabaja,2,4,NA,NA,NA,1100,NA
167,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
167,2,4,4,2,NA,1,trabaja,2,9,NA,NA,1,NA,NA
167,3,4,10,1,"[30, +)",2,trabaja,2,1,NA,NA,NA,NA,NA
167,4,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
167,5,1,10,3,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
182,1,1,4,4,"[15, 18)",1,t.hogar,NA,NA,NA,NA,NA,NA,NA
182,2,5,2,8,NA,2,nada,NA,NA,NA,NA,NA,NA,NA
182,3,1,99,1,"[30, +)",2,trabaja,5,5,NA,NA,1,NA,NA
182,5,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
182,13,1,2,12,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
184,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
184,2,3,4,1,"[30, +)",1,trabaja,1,9,2000,NA,1,NA,NA
184,3,3,2,2,"[30, +)",2,trabaja,2,9,NA,NA,1,1000,NA
184,5,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
184,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
185,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
185,3,4,4,1,"[21,30)",2,trabaja,2,9,NA,NA,1,1236,NA
189,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
189,2,4,2,1,NA,2,jubilado,NA,NA,12000,NA,1,850,NA
189,3,4,2,8,NA,2,jubilado,NA,NA,7600,NA,NA,NA,NA
189,4,1,4,4,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
189,13,1,4,7,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
190,1,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
190,2,3,9,2,NA,2,trabaja,5,2,NA,NA,1,NA,NA
190,3,3,9,1,NA,1,trabaja,5,2,NA,NA,1,700,NA
190,4,1,2,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
192,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
192,2,3,4,2,"[30, +)",2,trabaja,1,4,NA,NA,1,NA,NA
192,3,3,9,1,"[30, +)",1,trabaja,4,5,NA,NA,1,NA,NA
192,4,1,5,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
195,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
195,2,5,5,1,"[30, +)",1,trabaja,6,3,NA,NA,1,1200,NA
195,3,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
195,13,4,2,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
197,1,1,4,4,"[12,15)",1,trabaja,2,9,NA,NA,3,866,NA
197,2,1,5,1,NA,2,trabaja,2,9,NA,NA,1,NA,NA
197,4,1,4,4,"[21,30)",1,trabaja,2,5,NA,NA,1,NA,NA
197,13,1,4,6,"[18,21)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
200,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
200,2,2,4,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,2800,NA
200,3,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
200,13,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
200,14,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
200,15,1,1,4,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
200,16,1,NA,4,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
201,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
201,2,1,4,1,"[30, +)",2,trabaja,2,9,NA,NA,3,1608,NA
201,3,2,4,4,"[18,21)",2,trabaja,2,9,NA,NA,1,NA,NA
201,4,1,4,10,"[21,30)",1,trabaja,2,9,NA,NA,1,NA,NA
201,6,5,NA,8,NA,2,pensionista,NA,NA,7000,NA,1,NA,NA
201,13,1,NA,7,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
201,14,2,4,6,"[21,30)",2,trabaja,1,9,NA,NA,1,NA,NA
202,1,1,4,7,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
202,2,2,10,1,NA,2,jubilado,NA,NA,24600,NA,NA,NA,NA
202,3,1,4,7,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
202,13,2,4,2,NA,1,trabaja,2,5,NA,NA,NA,NA,NA
203,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
203,2,3,4,2,"[30, +)",2,trabaja,2,5,NA,NA,NA,NA,NA
203,3,3,2,1,"[30, +)",1,trabaja,2,5,1000,NA,NA,NA,NA
204,1,1,2,4,"[12,15)",1,nada,NA,NA,NA,NA,NA,NA,NA
204,2,1,4,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,1200,NA
204,3,1,2,4,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
204,4,1,4,4,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
204,5,1,2,4,"[18,21)",2,nada,NA,NA,NA,NA,NA,NA,NA
204,6,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
205,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,1,NA,NA
205,2,2,4,2,NA,2,trabaja,2,4,NA,NA,1,NA,NA
205,3,2,5,1,NA,1,trabaja,2,5,NA,NA,1,NA,NA
207,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
207,2,2,9,1,"[30, +)",2,trabaja,2,5,NA,NA,1,NA,NA
207,13,2,9,2,NA,1,trabaja,2,5,NA,NA,1,NA,NA
207,14,1,NA,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
208,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
208,2,4,10,1,"[30, +)",2,trabaja,1,2,NA,NA,1,NA,2000
208,3,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
209,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
209,2,2,9,2,"[30, +)",2,trabaja,2,4,NA,NA,1,4000,4000
209,3,2,10,1,"[30, +)",1,trabaja,5,2,NA,NA,1,NA,NA
209,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
213,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
213,2,5,7,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
213,5,1,7,4,"[21,30)",2,trabaja,2,9,NA,NA,NA,NA,NA
215,1,1,2,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
215,2,4,4,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,3100,NA
215,4,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
216,1,1,1,7,"[12,15)",2,estudia,NA,NA,NA,NA,1,NA,NA
216,13,5,2,1,NA,2,jubilado,NA,NA,999999,NA,NA,NA,NA
217,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
217,2,2,10,1,"[30, +)",2,trabaja,2,2,NA,NA,1,900,NA
217,3,2,9,2,"[30, +)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
217,4,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
217,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
218,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
218,2,3,9,1,"[30, +)",1,trabaja,4,3,NA,NA,1,NA,NA
218,3,3,10,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
218,4,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
219,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
219,2,3,4,2,"[30, +)",2,trabaja,2,4,NA,NA,1,NA,NA
219,3,3,5,1,"[30, +)",1,trabaja,2,3,3000,NA,1,NA,NA
219,4,1,1,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
220,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
220,2,2,10,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
220,3,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,2700,NA
220,4,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
220,5,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
220,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
222,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,325,NA
222,2,4,2,8,NA,2,jubilado,NA,NA,4650,NA,NA,NA,NA
222,3,5,2,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
222,4,4,2,12,NA,1,trabaja,1,1,NA,NA,NA,NA,NA
222,5,1,4,12,"[21,30)",1,trabaja,2,8,NA,NA,NA,NA,NA
223,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
223,2,2,10,1,NA,1,trabaja,1,1,NA,NA,1,NA,NA
223,3,2,4,2,"[30, +)",2,trabaja,1,1,NA,NA,NA,NA,NA
223,4,1,4,3,"[15, 18)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
224,1,1,2,7,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
224,2,2,2,2,NA,2,jubilado,NA,NA,8500,NA,3,1300,NA
224,3,2,2,1,NA,1,jubilado,NA,NA,5000,NA,NA,NA,NA
224,4,1,2,7,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
224,5,1,2,7,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
224,6,4,10,3,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
225,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
225,3,4,10,1,"[30, +)",2,trabaja,1,2,NA,NA,NA,NA,NA
225,4,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
226,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
226,2,4,9,1,"[30, +)",2,trabaja,2,4,NA,NA,1,NA,NA
227,1,1,3,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
227,2,3,4,1,NA,1,trabaja,2,9,NA,NA,1,NA,2700
227,3,3,5,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
227,4,1,7,3,"[21,30)",1,trabaja,1,3,NA,NA,NA,NA,NA
227,5,1,7,3,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
228,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
228,2,4,4,2,"[30, +)",1,trabaja,2,7,NA,NA,NA,NA,NA
228,3,4,2,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,3096,NA
228,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
228,5,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
228,13,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
228,14,1,NA,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
228,15,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
232,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
232,3,4,4,1,"[30, +)",2,trabaja,2,4,NA,NA,NA,1300,NA
232,13,1,NA,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
233,1,1,2,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
233,2,4,2,1,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
233,6,1,5,4,"[21,30)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
234,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
234,2,1,4,1,"[30, +)",2,t.hogar,NA,NA,6000,NA,NA,350,NA
235,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,1840,NA
235,2,3,2,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
235,3,3,4,2,"[30, +)",2,trabaja,2,2,NA,NA,NA,NA,NA
235,4,1,2,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,1840,NA
235,13,1,2,12,"[21,30)",1,pensionista,NA,NA,3500,NA,2,NA,NA
238,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
238,2,4,2,1,"[30, +)",2,trabaja,2,5,NA,NA,NA,2064,NA
238,6,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
238,13,2,5,12,"[30, +)",1,trabaja,1,1,NA,NA,NA,NA,NA
241,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
241,13,2,4,1,"[30, +)",1,trabaja,2,8,NA,NA,1,NA,NA
241,14,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
241,15,2,4,2,"[30, +)",2,trabaja,2,8,NA,NA,1,1200,NA
245,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
245,2,2,5,2,"[30, +)",1,trabaja,2,9,NA,NA,1,1300,NA
245,3,2,4,1,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
245,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
247,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
247,2,4,4,1,NA,2,trabaja,2,9,NA,NA,NA,NA,NA
247,3,1,4,4,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,1500
247,4,1,4,4,"[18,21)",1,trabaja,2,5,NA,NA,NA,NA,NA
248,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
248,2,3,2,1,"[30, +)",1,trabaja,2,9,NA,NA,1,NA,480
248,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,1,1300,NA
248,6,1,9,3,"[18,21)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
248,7,1,2,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
249,1,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
249,2,3,2,1,"[30, +)",1,trabaja,2,6,NA,NA,NA,NA,NA
249,3,3,2,2,NA,2,t.hogar,NA,NA,1000,NA,3,1500,NA
249,4,1,5,3,"[21,30)",2,trabaja,2,5,NA,NA,3,1500,NA
249,7,1,4,3,"[21,30)",1,trabaja,1,10,NA,NA,NA,NA,500
249,8,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
249,9,1,5,3,"[18,21)",2,trabaja,6,5,NA,NA,NA,NA,NA
249,10,1,2,7,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
249,13,1,1,7,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
251,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
251,2,3,9,1,"[30, +)",1,trabaja,6,7,NA,NA,NA,NA,NA
251,3,3,2,2,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
251,4,1,9,4,"[21,30)",1,trabaja,2,7,NA,NA,NA,NA,NA
251,5,1,10,4,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
251,6,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
252,1,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,1400
252,2,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,3,2800,NA
252,3,2,4,2,"[30, +)",2,trabaja,2,5,NA,NA,1,NA,NA
252,4,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
252,5,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
252,6,1,4,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
252,7,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
252,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
253,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,1400
253,2,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,3,2800,NA
253,3,2,4,2,"[30, +)",2,trabaja,2,5,NA,NA,1,NA,NA
253,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
253,5,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
253,6,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
253,7,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
253,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
254,1,1,2,3,"[12,15)",2,nada,NA,NA,4900,NA,2,1800,NA
254,2,2,5,2,NA,1,trabaja,2,9,NA,NA,NA,NA,NA
254,3,2,2,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
254,4,1,2,3,"[21,30)",1,trabaja,1,10,NA,NA,NA,NA,500
254,5,1,4,3,"[18,21)",2,t.hogar,NA,NA,NA,NA,4,NA,NA
