Fecha;Total Dosis 1;Total Dosis 2;Total Dosis 3;Total Dosis 4;1era Dosis Sinovac;2da Dosis Sinovac;3era Dosis Sinovac;4ta Dosis Sinovac;1era Dosis Pfizer;2da Dosis Pfizer;3era Dosis Pfizer;4ta Dosis Pfizer;1era Dosis Astrazeneca;2da Dosis Astrazeneca;3era Dosis Astrazeneca;4ta Dosis Astrazeneca;Montevideo Dosis 1;Montevideo Dosis 2;Montevideo Dosis 3;Montevideo Dosis 4;Artigas Dosis 1;Artigas Dosis 2;Artigas Dosis 3;Artigas Dosis 4;Canelones Dosis 1;Canelones Dosis 2;Canelones Dosis 3;Canelones Dosis 4;Cerro Largo Dosis 1;Cerro Largo Dosis 2;Cerro Largo Dosis 3;Cerro Largo Dosis 4;Colonia Dosis 1;Colonia Dosis 2;Colonia Dosis 3;Colonia Dosis 4;Durazno Dosis 1;Durazno Dosis 2;Durazno Dosis 3;Durazno Dosis 4;Flores Dosis 1;Flores Dosis 2;Flores Dosis 3;Flores Dosis 4;Florida Dosis 1;Florida Dosis 2;Florida Dosis 3;Florida Dosis 4;Lavalleja Dosis 1;Lavalleja Dosis 2;Lavalleja Dosis 3;Lavalleja Dosis 4;Maldonado Dosis 1;Maldonado Dosis 2;Maldonado Dosis 3;Maldonado Dosis 4;Paysandú Dosis 1;Paysandú Dosis 2;Paysandú Dosis 3;Paysandú Dosis 4;Río Negro Dosis 1;Río Negro Dosis 2;Río Negro Dosis 3;Río Negro Dosis 4;Rivera Dosis 1;Rivera Dosis 2;Rivera Dosis 3;Rivera Dosis 4;Rocha Dosis 1;Rocha Dosis 2;Rocha Dosis 3;Rocha Dosis 4;Salto Dosis 1;Salto Dosis 2;Salto Dosis 3;Salto Dosis 4;San José Dosis 1;San José Dosis 2;San José Dosis 3;San José Dosis 4;Soriano Dosis 1;Soriano Dosis 2;Soriano Dosis 3;Soriano Dosis 4;Tacuarembó Dosis 1;Tacuarembó Dosis 2;Tacuarembó Dosis 3;Tacuarembó Dosis 4;Treinta y Tres Dosis 1;Treinta y Tres Dosis 2;Treinta y Tres Dosis 3;Treinta y Tres Dosis 4;Departamento Sin Datos;5 a 11 Dosis 1;5 a 11 Dosis 2;5 a 11 Dosis 3;5 a 11 Dosis 4;12 a 14 Dosis 1;12 a 14 Dosis 2;12 a 14 Dosis 3;12 a 14 Dosis 4;15 a 19 Dosis 1;15 a 19 Dosis 2;15 a 19 Dosis 3;15 a 19 Dosis 4;20 a 24 Dosis 1;20 a 24 Dosis 2;20 a 24 Dosis 3;20 a 24 Dosis 4;25 a 34 Dosis 1;25 a 34 Dosis 2;25 a 34 Dosis 3;25 a 34 Dosis 4;35 a 44 Dosis 1;35 a 44 Dosis 2;35 a 44 Dosis 3;35 a 44 Dosis 4;45 a 54 Dosis 1;45 a 54 Dosis 2;45 a 54 Dosis 3;45 a 54 Dosis 4;55 a 64 Dosis 1;55 a 64 Dosis 2;55 a 64 Dosis 3;55 a 64 Dosis 4;65 a 74 Dosis 1;65 a 74 Dosis 2;65 a 74 Dosis 3;65 a 74 Dosis 4;+ 75 Dosis 1;+ 75 Dosis 2;+ 75 Dosis 3;+ 75 Dosis 4;Rango Sin Datos
09/05/2023;2;1;3;13;0;0;0;0;2;1;3;13;0;0;0;0;1;1;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;0;1;1;0;0;0;3;0;0;1;0;0;0;0;3;0;0;0;3;0
08/05/2023;2;4;5;30;0;0;0;0;2;4;5;30;0;0;0;0;2;1;3;25;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;3;3;0;1;1;3;1;1;0;6;0;0;0;6;0;1;1;3;0;0;0;8;0
07/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/05/2023;0;0;4;3;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0;0;1;0
05/05/2023;6;1;5;32;0;0;0;0;6;1;5;32;0;0;0;0;2;1;4;26;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;6;1;1;0;1;0;0;1;9;0;0;2;8;2;0;0;4;0;0;1;3;0
04/05/2023;23;16;55;105;0;0;0;0;23;16;55;105;0;0;0;0;4;3;17;29;1;0;1;1;5;4;10;23;2;0;1;5;0;0;11;4;0;0;1;2;1;0;0;2;0;1;1;6;0;1;1;2;2;0;4;11;0;1;0;1;0;0;0;2;0;1;1;1;1;4;4;6;4;0;0;0;0;0;2;5;1;0;0;2;1;0;1;1;1;1;0;2;0;0;1;0;0;1;1;3;0;3;1;3;0;1;2;5;0;7;0;7;9;5;4;4;18;2;1;10;24;0;3;10;19;2;2;7;17;2;1;6;18;0
03/05/2023;4;2;8;22;0;0;0;0;4;2;8;22;0;0;0;0;4;1;4;20;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;3;2;0;1;3;1;0;2;5;0;1;0;4;0;0;3;1;0;0;0;6;0
02/05/2023;7;10;8;26;0;0;0;0;7;10;8;26;0;0;0;0;3;6;7;18;0;0;0;0;1;4;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;1;1;0;1;3;3;7;3;3;1;0;6;0;0;0;2;0;0;0;3;0;1;0;6;0;2;0;4;0
01/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/04/2023;0;1;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
28/04/2023;8;10;7;53;0;0;0;0;8;10;7;53;0;0;0;0;4;2;5;35;1;0;1;4;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;5;0;0;1;0;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;1;0;1;2;0;3;0;1;2;14;0;2;2;6;1;1;2;13;2;1;0;5;2;1;0;5;0;1;0;7;0
27/04/2023;26;36;61;171;0;0;0;0;26;36;61;171;0;0;0;0;7;10;16;37;0;0;1;3;0;6;8;29;3;1;0;11;4;4;14;18;0;2;3;3;0;0;0;3;1;0;0;8;1;0;0;2;3;4;3;10;4;0;5;5;0;0;3;6;1;4;5;8;1;0;1;11;1;1;0;3;0;0;1;4;0;2;1;4;0;1;0;3;0;1;0;3;0;1;7;0;0;0;3;2;0;1;2;7;0;0;4;6;2;12;3;5;10;3;5;9;14;2;2;4;36;2;6;10;32;2;4;13;43;3;0;5;34;0
26/04/2023;2;7;8;33;0;0;0;0;2;7;8;33;0;0;0;0;2;5;6;25;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;2;1;0;0;1;1;0;2;1;1;5;0;1;1;7;0;0;2;11;0;0;1;1;0;0;0;7;0;0;0;2;0
25/04/2023;1;4;2;17;0;0;0;0;1;4;2;17;0;0;0;0;1;1;0;15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;2;0;1;0;3;0;0;0;2;0;1;0;2;0;0;0;2;0;0;0;5;0
24/04/2023;5;8;10;32;0;0;0;0;5;8;10;32;0;0;0;0;2;5;9;20;0;0;0;0;2;1;0;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;2;1;0;3;1;2;1;1;1;2;6;0;1;0;8;0;0;5;1;0;0;0;10;0;0;0;6;0
23/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/04/2023;1;0;3;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
21/04/2023;9;8;16;42;0;0;0;0;9;8;16;42;0;0;0;0;5;4;9;28;0;0;1;0;2;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;1;5;3;2;3;7;4;3;0;3;6;0;1;1;9;1;2;0;5;0;0;0;9;0;0;0;6;0
20/04/2023;33;51;51;129;0;0;0;0;33;51;51;129;0;0;0;0;9;10;4;31;1;2;2;1;4;9;8;27;2;0;2;8;3;2;19;10;2;3;3;6;0;1;0;4;0;1;0;2;1;1;2;4;2;8;2;6;0;3;1;6;3;1;3;1;0;2;3;3;2;2;0;2;2;1;0;6;0;1;1;5;1;2;0;3;1;1;0;1;0;1;1;3;0;9;22;0;0;1;1;1;0;0;2;3;1;6;2;2;2;4;11;3;16;4;5;7;19;3;2;8;21;2;2;10;13;1;3;14;23;3;1;3;34;0
19/04/2023;5;7;10;28;0;0;0;0;5;7;10;28;0;0;0;0;2;6;7;20;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;2;0;0;0;1;0;0;1;0;1;0;0;0;2;3;3;1;1;5;0;1;2;2;0;0;2;5;0;1;1;2;0;1;0;6;0;0;1;5;0
18/04/2023;8;8;15;41;0;0;0;0;8;8;15;41;0;0;0;0;6;4;8;32;0;0;0;0;2;2;4;3;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;3;3;2;6;14;2;2;2;6;1;2;1;4;1;0;0;3;0;1;1;7;0;0;1;4;0
17/04/2023;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/04/2023;0;0;2;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
14/04/2023;15;25;56;73;0;0;0;0;15;25;56;73;0;0;0;0;8;18;38;51;0;0;0;0;3;2;7;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;1;0;0;2;0;0;2;2;1;0;0;0;0;0;1;5;0;0;0;0;0;0;1;0;2;3;4;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;2;1;1;3;7;6;6;7;15;18;4;3;12;13;2;1;13;15;0;3;3;13;0;1;3;3;2;0;1;4;0
13/04/2023;23;42;54;106;0;0;0;0;23;42;54;106;0;0;0;0;11;15;8;37;1;0;1;0;3;8;4;18;0;0;1;2;0;3;13;12;1;1;4;8;0;1;0;1;0;0;2;1;0;0;0;1;1;2;5;6;1;0;3;0;2;0;1;2;0;2;3;3;0;3;2;2;1;1;0;4;0;4;2;3;1;0;0;2;1;1;5;2;0;1;0;2;0;4;18;0;0;2;0;1;0;1;1;3;0;2;4;7;6;3;5;11;14;4;5;5;22;3;5;3;16;2;2;6;15;2;1;11;17;0;1;7;16;0
12/04/2023;6;7;5;24;0;0;0;0;6;7;5;24;0;0;0;0;3;5;3;19;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;4;0;0;2;4;0;0;1;3;2;1;1;6;0;0;0;1;0;0;0;5;0
11/04/2023;6;15;13;35;0;0;0;0;6;15;13;35;0;0;0;0;5;10;12;28;0;0;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;2;0;0;0;1;0;0;6;0;0;1;1;2;0;0;1;1;0;0;1;1;2;0;1;1;6;0;3;2;6;1;2;1;7;3;0;1;7;1;0;2;3;0;0;2;4;0
10/04/2023;8;13;9;19;0;0;0;0;8;13;9;19;0;0;0;0;7;11;5;16;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;3;4;2;3;3;5;1;1;0;3;0;0;2;3;2;0;0;3;1;0;0;1;0
09/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/04/2023;3;1;4;12;0;0;0;0;3;1;4;12;0;0;0;0;3;1;3;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;2;3;1;0;0;2;1;0;0;4;0;0;1;0;0;0;0;0;0;0;1;1;0
04/04/2023;1;1;4;13;0;0;0;0;1;1;4;13;0;0;0;0;1;1;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;0;0;3;0;1;0;1;0;0;1;3;0;0;0;1;0;0;1;2;0
03/04/2023;0;1;4;11;0;0;0;0;0;1;4;11;0;0;0;0;0;1;3;10;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;3;0;0;1;3;0;0;0;2;0;0;0;2;0;0;0;1;0;0;0;0;0
02/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/03/2023;16;30;33;117;0;0;0;0;16;30;33;117;0;0;0;0;7;13;13;47;0;0;0;2;5;4;2;14;0;0;0;1;0;0;3;11;0;0;5;7;0;0;0;2;1;2;4;13;1;0;0;1;1;2;2;6;0;1;0;1;0;0;0;2;0;2;0;0;0;0;2;3;0;1;1;0;1;0;0;1;0;1;1;5;0;2;0;0;0;2;0;1;0;0;4;0;0;2;3;4;0;1;2;1;0;0;0;3;4;3;11;9;18;3;3;2;16;1;5;5;27;2;1;3;20;4;0;2;15;0;1;4;17;0
30/03/2023;29;40;51;122;0;0;0;0;29;40;51;122;0;0;0;0;6;12;22;59;0;1;0;1;10;8;6;17;0;1;0;3;0;1;6;3;1;2;0;7;3;1;2;0;0;1;0;0;0;0;1;2;1;1;1;5;1;0;0;1;1;0;3;3;1;5;3;3;0;0;1;3;1;0;2;6;1;2;4;5;1;2;0;3;1;0;0;1;0;0;0;0;4;11;20;0;0;2;5;5;0;1;1;6;0;3;3;1;2;4;4;11;15;2;3;3;25;3;2;6;24;2;1;7;18;1;1;8;14;0;0;4;24;0
29/03/2023;13;30;63;162;0;0;0;0;13;30;63;162;0;0;0;0;6;15;19;68;1;5;0;1;4;6;10;29;0;0;0;2;0;0;13;6;1;0;6;7;0;0;0;1;0;0;0;0;0;0;3;4;0;2;1;5;0;0;0;5;0;0;0;2;0;1;2;3;1;0;4;4;0;0;0;1;0;0;1;6;0;1;3;15;0;0;1;1;0;0;0;2;0;3;8;0;0;0;6;2;0;0;1;6;0;1;3;5;4;3;2;10;27;3;0;9;23;0;5;7;34;0;1;12;31;3;3;10;19;0;1;2;24;0
28/03/2023;23;28;42;108;0;0;0;0;23;28;42;108;0;0;0;0;9;13;21;57;0;2;0;3;6;3;9;13;1;2;0;1;0;1;0;2;1;0;2;8;0;0;0;0;0;0;1;2;0;0;1;4;2;2;0;3;0;0;0;2;2;3;1;0;1;2;2;0;0;0;0;1;0;0;0;2;0;0;3;2;0;0;1;4;1;0;1;4;0;0;0;0;0;1;4;0;0;2;6;1;0;0;3;6;1;2;3;6;7;6;2;10;12;5;5;2;18;3;1;6;24;2;1;4;22;0;3;2;12;2;0;5;12;0
27/03/2023;35;37;93;180;0;0;0;0;35;37;93;180;0;0;0;0;12;13;25;89;14;9;33;26;4;7;7;22;1;0;0;2;0;1;8;6;0;0;7;3;1;0;0;2;0;0;0;1;0;0;1;1;1;2;6;6;1;0;0;0;0;1;1;2;1;3;1;2;0;0;0;2;0;0;0;2;0;0;1;6;0;1;2;2;0;0;0;5;0;0;1;1;0;1;5;0;0;1;0;2;0;4;4;5;0;7;4;12;14;13;8;30;32;4;8;22;30;1;4;1;23;2;1;8;32;2;1;8;29;0;2;5;20;0
26/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
