Fecha;Total Dosis 1;Total Dosis 2;Total Dosis 3;Total Dosis 4;1era Dosis Sinovac;2da Dosis Sinovac;3era Dosis Sinovac;4ta Dosis Sinovac;1era Dosis Pfizer;2da Dosis Pfizer;3era Dosis Pfizer;4ta Dosis Pfizer;1era Dosis Astrazeneca;2da Dosis Astrazeneca;3era Dosis Astrazeneca;4ta Dosis Astrazeneca;Montevideo Dosis 1;Montevideo Dosis 2;Montevideo Dosis 3;Montevideo Dosis 4;Artigas Dosis 1;Artigas Dosis 2;Artigas Dosis 3;Artigas Dosis 4;Canelones Dosis 1;Canelones Dosis 2;Canelones Dosis 3;Canelones Dosis 4;Cerro Largo Dosis 1;Cerro Largo Dosis 2;Cerro Largo Dosis 3;Cerro Largo Dosis 4;Colonia Dosis 1;Colonia Dosis 2;Colonia Dosis 3;Colonia Dosis 4;Durazno Dosis 1;Durazno Dosis 2;Durazno Dosis 3;Durazno Dosis 4;Flores Dosis 1;Flores Dosis 2;Flores Dosis 3;Flores Dosis 4;Florida Dosis 1;Florida Dosis 2;Florida Dosis 3;Florida Dosis 4;Lavalleja Dosis 1;Lavalleja Dosis 2;Lavalleja Dosis 3;Lavalleja Dosis 4;Maldonado Dosis 1;Maldonado Dosis 2;Maldonado Dosis 3;Maldonado Dosis 4;Paysandú Dosis 1;Paysandú Dosis 2;Paysandú Dosis 3;Paysandú Dosis 4;Río Negro Dosis 1;Río Negro Dosis 2;Río Negro Dosis 3;Río Negro Dosis 4;Rivera Dosis 1;Rivera Dosis 2;Rivera Dosis 3;Rivera Dosis 4;Rocha Dosis 1;Rocha Dosis 2;Rocha Dosis 3;Rocha Dosis 4;Salto Dosis 1;Salto Dosis 2;Salto Dosis 3;Salto Dosis 4;San José Dosis 1;San José Dosis 2;San José Dosis 3;San José Dosis 4;Soriano Dosis 1;Soriano Dosis 2;Soriano Dosis 3;Soriano Dosis 4;Tacuarembó Dosis 1;Tacuarembó Dosis 2;Tacuarembó Dosis 3;Tacuarembó Dosis 4;Treinta y Tres Dosis 1;Treinta y Tres Dosis 2;Treinta y Tres Dosis 3;Treinta y Tres Dosis 4;Departamento Sin Datos;5 a 11 Dosis 1;5 a 11 Dosis 2;5 a 11 Dosis 3;5 a 11 Dosis 4;12 a 14 Dosis 1;12 a 14 Dosis 2;12 a 14 Dosis 3;12 a 14 Dosis 4;15 a 19 Dosis 1;15 a 19 Dosis 2;15 a 19 Dosis 3;15 a 19 Dosis 4;20 a 24 Dosis 1;20 a 24 Dosis 2;20 a 24 Dosis 3;20 a 24 Dosis 4;25 a 34 Dosis 1;25 a 34 Dosis 2;25 a 34 Dosis 3;25 a 34 Dosis 4;35 a 44 Dosis 1;35 a 44 Dosis 2;35 a 44 Dosis 3;35 a 44 Dosis 4;45 a 54 Dosis 1;45 a 54 Dosis 2;45 a 54 Dosis 3;45 a 54 Dosis 4;55 a 64 Dosis 1;55 a 64 Dosis 2;55 a 64 Dosis 3;55 a 64 Dosis 4;65 a 74 Dosis 1;65 a 74 Dosis 2;65 a 74 Dosis 3;65 a 74 Dosis 4;+ 75 Dosis 1;+ 75 Dosis 2;+ 75 Dosis 3;+ 75 Dosis 4;Rango Sin Datos
03/10/2022;12;11;31;117;0;0;0;0;12;11;31;117;0;0;0;0;10;9;21;97;0;0;0;0;0;0;2;10;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;2;1;1;0;0;0;0;0;3;2;0;0;0;0;0;0;1;2;0;1;0;3;1;2;1;6;6;3;3;10;23;1;3;3;32;4;1;4;21;1;1;1;4;0;0;1;14;0;1;1;16;0
02/10/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/10/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/09/2022;43;37;48;204;0;0;0;0;43;37;48;204;0;0;0;0;19;19;22;117;0;0;0;2;10;9;7;24;0;0;0;2;2;0;2;8;0;3;2;11;1;0;0;1;0;0;0;0;0;0;0;2;3;3;7;12;0;0;0;2;0;0;0;1;1;0;0;0;6;0;1;11;0;0;0;1;0;0;1;4;1;3;5;5;0;0;0;0;0;0;1;1;0;8;14;0;0;4;6;2;0;3;3;5;3;2;2;5;11;12;5;13;36;3;1;6;46;5;4;2;41;2;0;6;19;2;2;5;22;2;0;4;26;0
29/09/2022;76;131;66;234;0;0;0;0;76;131;66;234;0;0;0;0;28;50;36;145;0;1;1;0;20;35;18;65;2;2;2;2;3;10;0;0;1;3;2;9;1;2;0;0;0;1;0;0;1;0;0;2;3;5;4;4;1;3;0;2;0;1;0;0;3;1;1;2;0;1;1;1;2;1;0;1;2;1;0;0;2;6;1;0;1;1;0;0;1;3;0;1;9;24;85;0;0;7;21;2;1;1;3;9;1;9;5;11;18;13;7;19;43;9;4;7;52;7;1;7;40;4;2;4;10;1;2;1;22;1;1;6;47;0
28/09/2022;23;29;44;214;0;0;0;0;23;29;44;214;0;0;0;0;12;12;20;132;0;0;1;0;3;5;8;28;0;1;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;3;6;5;21;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2;1;13;1;2;7;12;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;1;0;2;2;2;2;5;3;7;11;4;5;13;27;4;6;8;45;3;6;2;31;1;2;1;16;2;1;4;23;0;0;6;59;0
27/09/2022;55;79;138;442;0;0;0;0;55;79;138;442;0;0;0;0;15;31;33;198;2;2;4;10;5;6;18;45;5;1;8;10;1;1;1;9;2;3;15;18;1;1;6;7;1;1;8;12;0;1;3;12;3;1;10;36;2;4;10;11;2;4;5;7;5;17;0;15;2;0;2;5;0;4;6;21;0;0;1;3;1;0;0;0;3;2;6;15;3;0;2;7;3;1;1;0;0;1;3;3;0;4;4;19;6;10;9;28;22;13;25;35;55;10;17;15;76;6;10;14;74;2;6;11;50;5;2;5;67;3;2;8;92;0
26/09/2022;18;33;56;198;0;0;0;0;18;33;56;198;0;0;0;0;16;28;49;180;0;0;0;0;0;2;5;10;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;4;6;0;0;2;6;3;0;0;1;9;2;1;2;4;7;1;3;9;37;1;4;11;38;2;3;3;28;2;2;6;21;2;4;4;14;3;2;7;51;0
25/09/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/09/2022;1;1;1;4;0;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0
23/09/2022;28;73;51;228;0;1;0;1;28;72;51;227;0;0;0;0;11;47;24;147;0;1;0;0;4;4;11;23;3;3;1;4;1;0;4;20;2;0;3;5;0;0;0;0;0;0;1;0;0;0;1;0;0;5;2;7;0;0;0;1;1;0;1;0;1;0;0;0;2;2;3;3;0;0;0;7;2;1;0;2;0;2;0;9;1;2;0;0;0;3;0;0;3;2;28;0;0;2;10;4;0;3;0;10;7;6;10;3;23;7;12;12;29;2;7;7;36;2;5;6;26;2;0;2;33;1;0;3;26;1;1;4;48;0
22/09/2022;47;96;41;163;0;0;0;0;47;96;41;163;0;0;0;0;23;40;21;96;0;1;0;0;9;12;8;46;0;0;1;0;0;4;0;2;0;1;0;0;1;0;0;0;0;3;0;1;0;4;1;1;3;7;6;11;2;2;0;2;0;3;0;0;1;0;0;0;1;4;0;1;1;3;1;0;2;0;1;2;4;4;1;0;0;0;0;0;0;2;1;0;7;20;69;0;0;3;13;2;0;1;1;4;3;4;3;6;5;8;6;10;27;7;1;3;27;2;0;4;30;0;3;5;16;2;0;3;18;0;0;4;37;0
21/09/2022;27;39;59;252;0;0;0;0;27;39;59;252;0;0;0;0;14;27;31;183;0;0;0;2;5;5;8;23;0;0;0;0;0;2;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;7;14;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;2;2;4;11;2;1;4;8;0;0;0;0;0;0;0;0;2;3;8;0;0;5;5;6;0;1;3;7;4;6;5;8;9;1;6;9;22;2;1;7;27;2;5;4;36;1;2;3;21;2;2;3;24;4;2;12;109;0
20/09/2022;45;116;137;504;0;0;0;0;45;116;137;504;0;0;0;0;14;32;53;243;2;1;6;14;7;16;19;53;1;0;1;1;5;6;6;24;0;0;4;20;0;2;3;4;1;1;1;14;0;8;4;16;2;9;4;40;2;11;14;13;1;7;2;8;0;0;0;0;1;2;2;5;4;2;5;20;0;1;0;2;1;1;1;2;3;14;7;11;0;3;5;12;3;4;2;0;0;1;16;8;0;1;12;18;1;13;13;22;24;14;23;28;53;5;21;17;68;5;10;13;80;1;7;7;47;0;9;7;60;1;3;17;171;0
19/09/2022;18;30;48;204;0;0;0;0;18;30;48;204;0;0;0;0;15;28;38;190;0;0;0;0;1;1;2;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;2;2;8;0;0;2;5;5;0;1;0;12;2;1;2;5;12;6;5;6;39;4;2;9;46;1;1;3;30;0;2;1;17;0;1;3;20;1;4;4;38;0
18/09/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/09/2022;0;1;6;12;0;0;0;0;0;1;6;12;0;0;0;0;0;0;0;6;0;0;0;0;0;1;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;0;0;3;1;0;0;1;2;0;0;0;1;0;0;0;2;0;0;0;4;0;0;0;0;0
16/09/2022;48;70;95;390;1;1;0;0;47;69;95;390;0;0;0;0;28;43;65;291;0;0;0;1;4;7;9;37;0;0;0;0;3;0;2;9;1;5;7;18;0;0;2;0;1;0;0;0;1;0;0;2;2;0;2;1;0;2;1;0;0;0;0;0;0;0;1;1;5;6;3;16;0;0;0;2;2;5;1;6;0;0;1;5;0;0;0;0;0;0;0;0;5;9;26;0;0;0;8;0;0;2;3;9;1;6;2;12;26;11;11;18;65;9;7;18;84;6;3;14;57;1;4;2;27;1;6;8;43;3;0;14;87;0
15/09/2022;50;73;31;152;0;0;0;0;49;73;31;152;1;0;0;0;17;20;20;122;0;1;0;0;8;7;2;12;0;1;0;0;3;6;0;2;0;3;0;0;1;2;0;0;0;0;0;0;1;2;0;0;6;9;4;2;0;1;0;1;2;5;0;0;1;3;0;0;3;1;0;0;1;5;4;10;2;2;0;1;3;2;0;0;0;0;0;1;0;1;0;0;6;22;45;0;0;2;16;0;0;1;0;1;0;2;2;5;8;8;2;3;5;7;2;3;12;0;1;3;10;1;1;0;10;1;1;0;9;6;3;16;98;0
14/09/2022;25;36;46;222;0;0;0;0;25;36;46;222;0;0;0;0;16;22;28;142;0;0;0;0;2;2;8;27;0;0;1;1;0;0;1;8;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;7;2;17;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;3;3;1;11;0;2;2;11;0;0;0;1;0;0;0;0;1;4;6;0;0;3;4;0;0;0;4;5;2;3;3;4;8;7;5;8;36;2;5;7;44;1;4;6;31;1;2;5;27;1;2;3;27;3;1;8;47;0
13/09/2022;76;109;170;585;0;0;0;0;76;109;170;585;0;0;0;0;30;36;75;268;1;3;5;19;14;13;13;61;0;1;4;20;1;12;1;13;3;0;5;9;0;0;0;6;1;2;4;5;1;4;2;13;5;2;17;53;3;7;13;35;4;9;4;5;2;9;3;5;0;3;8;20;2;5;5;22;1;0;1;3;1;0;2;2;6;2;4;6;1;1;4;20;0;3;8;1;0;9;9;6;0;9;8;30;7;10;13;22;20;17;21;34;69;11;12;28;95;10;14;19;101;4;14;12;77;3;4;5;85;0;6;13;131;0
12/09/2022;35;30;52;239;0;0;0;0;35;30;52;238;0;0;0;1;29;23;39;212;0;0;2;1;3;2;5;11;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;1;2;1;1;0;0;0;0;0;0;2;5;1;1;0;3;0;0;2;0;1;0;0;0;0;0;0;1;0;2;4;0;0;3;4;3;0;2;4;15;4;5;5;4;14;10;5;8;28;7;3;7;53;1;2;7;21;3;2;4;21;2;0;0;23;0;1;4;75;0
11/09/2022;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/09/2022;3;3;4;20;0;0;0;0;3;3;4;20;0;0;0;0;0;0;0;3;0;0;0;0;3;2;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;2;1;2;0;6;0;0;0;3;1;0;1;1;0;0;1;4;0;0;0;4;0
09/09/2022;52;59;71;279;0;0;0;0;52;59;71;279;0;0;0;0;27;47;31;174;1;0;0;1;10;2;11;31;1;1;3;14;2;0;6;12;1;2;5;13;0;0;0;0;0;0;0;0;0;0;0;0;8;1;4;5;0;0;0;2;0;0;0;0;0;0;0;1;0;1;3;9;0;0;0;0;0;1;1;6;1;1;3;5;1;0;1;1;0;3;3;5;0;17;26;0;0;3;10;2;0;4;2;7;0;4;4;11;17;13;1;15;42;3;3;20;63;3;4;3;51;2;5;5;38;1;2;3;29;2;2;5;39;0
08/09/2022;100;160;81;277;0;0;0;0;100;160;81;277;0;0;0;0;37;59;32;143;0;3;0;1;24;28;18;63;1;3;0;0;1;7;1;0;0;3;0;0;0;0;1;0;4;8;11;35;0;1;2;0;2;11;9;14;0;5;3;7;1;1;1;0;3;0;0;1;6;4;0;3;6;5;1;0;3;2;0;1;4;5;1;2;3;6;1;6;0;0;0;0;15;45;106;0;0;12;19;2;0;7;2;9;2;6;3;11;13;11;11;23;46;8;6;7;46;4;7;5;48;3;3;7;17;1;2;3;36;3;1;14;69;0
07/09/2022;37;39;55;278;0;2;0;0;37;37;55;278;0;0;0;0;19;21;26;175;1;0;0;1;2;4;8;16;0;0;0;0;1;2;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;3;12;35;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;4;0;0;0;1;2;5;3;26;8;3;1;11;0;0;0;0;0;0;1;0;1;0;4;0;0;4;7;6;1;6;1;9;5;5;4;5;8;8;9;17;42;6;7;7;62;4;1;4;41;3;2;2;39;1;2;2;25;0;2;3;55;0
06/09/2022;115;136;169;690;0;0;0;0;114;136;169;690;1;0;0;0;44;41;52;261;15;12;16;74;13;8;8;78;3;3;5;14;3;11;8;36;0;2;2;24;0;1;1;1;3;5;4;24;0;2;2;14;5;11;22;54;5;8;14;33;4;9;7;15;8;10;3;12;5;2;5;11;2;5;12;16;1;0;2;2;1;2;2;3;3;3;1;5;0;1;3;12;1;0;1;0;0;8;10;11;0;5;11;17;4;20;15;29;26;32;37;33;117;26;19;23;143;14;15;14;117;5;13;12;82;1;11;14;78;4;4;16;122;0
05/09/2022;28;24;48;240;0;0;0;0;28;24;48;240;0;0;0;0;27;20;41;216;0;0;0;0;0;3;4;14;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;1;0;0;0;0;1;2;4;3;0;0;4;1;0;0;1;0;11;2;1;2;4;10;9;6;9;28;2;5;5;37;2;2;9;41;3;1;5;24;0;2;1;35;2;2;4;63;0
04/09/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/09/2022;1;6;2;36;0;0;0;0;1;6;2;36;0;0;0;0;0;1;1;14;0;0;0;0;1;4;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;1;0;0;0;2;1;9;0;1;0;5;1;1;0;3;0;0;0;11;0;0;0;5;0
02/09/2022;78;84;72;230;0;0;0;1;78;84;72;229;0;0;0;0;50;56;39;137;0;0;0;2;10;4;14;18;1;2;0;0;0;2;6;20;0;5;2;13;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;4;0;0;0;0;0;0;3;1;0;0;1;1;9;5;3;19;1;0;1;0;1;4;2;7;2;1;1;6;0;0;0;1;0;1;0;0;5;10;19;0;0;8;12;2;0;2;1;19;2;9;5;8;8;22;22;14;38;10;12;9;40;6;10;7;51;6;0;8;20;3;2;2;26;2;1;3;45;0
01/09/2022;97;187;94;222;0;0;0;1;97;187;94;221;0;0;0;0;38;66;43;130;1;1;1;1;20;38;30;81;2;4;1;0;4;5;2;0;0;1;1;1;0;0;0;0;0;1;1;0;0;2;1;0;8;17;2;2;4;2;4;2;0;5;0;0;1;2;2;1;3;7;0;0;3;10;1;1;4;8;2;0;5;11;3;0;0;2;0;1;0;2;0;2;7;51;116;0;0;15;34;6;0;4;6;34;2;3;2;8;14;11;11;18;45;6;6;15;47;4;5;4;47;2;5;3;19;1;2;4;22;0;0;2;26;0
31/08/2022;65;62;105;484;0;0;0;1;65;62;105;483;0;0;0;0;39;28;63;312;0;1;0;0;10;13;14;77;1;0;0;2;0;13;1;4;0;0;0;11;0;0;0;1;0;0;2;2;0;0;0;1;4;1;7;30;1;0;1;1;0;0;0;0;0;1;0;2;0;0;1;1;1;0;2;0;5;3;9;17;3;2;5;18;1;0;0;0;0;0;0;5;0;0;2;0;0;1;5;2;0;3;3;16;7;8;4;10;34;21;13;24;69;15;11;14;87;9;8;7;78;4;8;8;53;2;5;1;68;2;3;23;88;0
30/08/2022;106;107;189;716;0;0;0;0;106;107;189;716;0;0;0;0;51;34;81;290;3;2;3;22;12;9;41;115;4;2;2;23;0;3;3;28;0;3;3;12;1;1;2;6;3;0;1;18;2;1;3;8;3;13;14;52;7;9;11;32;3;5;5;13;7;8;2;15;2;4;1;11;3;10;5;18;1;1;0;7;0;0;1;4;2;1;3;13;2;1;8;29;0;7;0;0;0;8;11;13;0;6;5;36;8;9;15;19;24;33;24;41;99;14;18;18;102;12;10;19;131;8;10;12;86;1;6;9;107;8;7;22;159;0
29/08/2022;26;22;66;207;0;0;0;1;26;22;66;206;0;0;0;0;23;19;60;187;1;0;0;0;1;2;5;14;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;1;1;0;1;0;15;1;1;4;5;14;5;4;12;21;5;2;8;51;4;4;4;32;2;3;4;15;2;0;6;26;1;3;11;47;0
28/08/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/08/2022;2;9;5;21;0;0;0;0;2;9;5;20;0;0;0;1;0;0;1;5;0;0;0;0;2;9;4;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;1;0;3;2;1;1;2;0;2;0;0;0;2;0;3;0;1;1;10;0;0;0;3;0;0;0;0;0
26/08/2022;69;85;82;316;0;0;0;0;69;85;82;316;0;0;0;0;52;65;56;206;0;0;1;1;8;11;12;50;0;0;0;0;2;0;3;13;0;2;2;9;0;0;0;0;1;0;1;1;0;1;0;1;0;0;1;3;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2;5;0;0;0;2;0;2;3;12;1;0;1;1;1;0;0;3;0;0;0;5;9;28;49;0;0;8;10;5;0;4;0;21;5;3;5;5;13;9;6;14;53;4;4;8;56;1;7;8;57;3;3;6;31;4;1;3;44;5;0;12;57;0
25/08/2022;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/08/2022;31;49;85;271;0;0;0;0;31;49;85;271;0;0;0;0;19;31;50;168;0;0;1;0;7;6;14;36;0;0;1;2;0;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;5;9;27;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;1;0;2;1;5;14;1;2;4;11;0;0;0;0;0;0;0;0;0;4;7;0;0;4;6;1;0;2;1;22;2;3;5;12;12;9;7;14;40;4;4;8;52;4;8;9;38;0;4;3;30;0;4;4;33;1;3;12;64;0
23/08/2022;123;122;221;895;0;0;0;0;123;122;221;895;0;0;0;0;37;35;85;432;19;16;11;43;11;9;26;91;1;4;5;13;2;5;10;26;1;1;4;25;1;1;1;4;1;6;4;24;1;1;0;21;8;5;25;61;16;10;22;28;6;5;4;13;6;5;3;25;1;6;6;19;9;7;9;22;0;0;1;4;0;3;1;4;3;3;1;22;0;0;3;18;0;1;3;0;0;15;10;11;0;6;13;43;10;16;17;26;42;35;38;45;117;28;16;28;144;6;13;15;143;8;6;17;106;7;5;19;138;1;1;17;195;0
22/08/2022;39;25;82;270;0;0;1;0;39;25;81;269;0;0;0;1;30;22;66;235;0;0;0;1;7;2;11;23;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;2;4;0;0;1;12;3;7;1;8;16;7;10;14;33;17;4;4;48;1;2;11;43;4;0;1;24;1;3;4;25;1;1;24;78;0
21/08/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/08/2022;2;1;5;22;0;0;0;0;2;1;5;22;0;0;0;0;0;0;0;7;0;0;0;0;2;1;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;4;0;0;0;8;1;0;1;2;0;0;1;1;0;1;1;4;0;0;1;1;0
